name,short,region,location,org,is_disbanded,renamed_to
Origen BCN,OGB,Europe,Denmark,,1,BCN Squad
Origen ESP,OGE,Europe,Spain,,1,
Original Gaming,OG,Asia Pacific,,,0,
Origine Online,Origine,Europe,France,,1,
ORIGINwp,ORG,Americas,Brazil,,1,
Orion Esport,OR,Europe,Spain,,1,
Osaka,OSK,Americas,Colombia,,1,
Oserv Esport,OSV,EMEA,France,,1,
Osh-Tekk Warriors,OTW,MENA,,,0,
Osos Mafiosos,OSM,LAN,Ecuador,,1,
Östersunds FK Esports,OFK,Europe,Sweden,,1,FALKN
Ottawa University,OU,North America,,,0,
Otter Side,OTS,EMEA,Portugal,,0,
Our Last Dance,OLD,North America,,,1,
Out of the Blue,OOB,Europe,France,,1,
Outlaws,OLW,Oceania,Australia,,1,
Outlawz,OTL,Europe,Greece,,1,
Outplayed Academy,OP.A,Europe,Italy,,1,
OuYi Game Team,OY,China,,,1,
Over Power Gaming Center,OPGC,MENA,Iraq,,1,
Overdrive,OVD,Japan,Japan,,1,
OverGaming,OG,Europe,Spain,,1,
Overload,OVL,Brazil,Brazil,,1,
OverMinds,OVM,MENA,Algeria,,1,
OverPower Esports,OPG,Vietnam,,,1,
Ownerd e-Sports,OWN,Brazil,Brazil,,1,
Oxygen Gaming,O2G,EMEA,Spain,,0,
Oxygen Kumiho,O2K,EMEA,Spain,,1,Oxygen Gaming
Oxygen Valiants,O2V,EMEA,Spain,,1,
Oyun Hizmetleri,OH,Turkey,Turkey,,1,
Oyun Hizmetleri ÇİLEKLER,OHC,Turkey,Turkey,,1,
OZ Gaming,OZ,Korea,South Korea,,1,
Ozarox Esports,OZO,EMEA,Turkey,,1,
P11 Esports,P11,EMEA,Italy,,0,
P3P eSports,P3P,Turkey,Turkey,,1,
Pacific eSports,PCFC,SEA,Philippines,,1,
Packa Pappas Kappsäck,PPK,Europe,Sweden,,1,
Packmiko E-Sports,PMK,EMEA,Germany,,1,
PAGLE48,PG,Asia Pacific,Thailand,,0,
paiN Gaming,PAIN,Brazil,Brazil,,0,
Pain Gaming,PG,Europe,Spain,,1,
paiN Gaming Academy,PNG.A,Brazil,Brazil,,0,
PaiN Gaming Ignis,PNG.F,Brazil,Brazil,,1,
Palisade Esports,PAL,North America,,,1,
PAM eSports,PAM,Europe,Spain,,1,FEN1X eSports
Pampas,PAM,Latin America,Argentina,,1,
Panathinaikos Esports,PAO,EMEA,Greece,,0,
Panda Cub Hugging Club,PCHC,SEA,Singapore,,1,
PandaCute,PDQ,LMS,,,1,
Pandy Pandas,PAND,North America,,,1,
PANTHERS Gaming,PG,Europe,Germany,,1,
Papara SuperMassive,SUP,EMEA,Turkey,SuperMassive eSports (Organization),1,
Parabellum Esports,PRB,North America,,,1,
Paradox Gaming,PDG,SEA,Malaysia,,1,
Parakeet Gaming,PRK,EMEA,Spain,,1,
Paris Saint-Germain eSports,PSG,Europe,France,,1,
Park University,PU,North America,,,0,
Pars eSports,Pars,Turkey,Turkey,,1,
Partizan Esports,PAR,EMEA,Serbia,,1,
Partizan Sangal,PXS,EMEA,Serbia,,1,
Pathos,PTS,Korea,South Korea,,1,
Pawn Gaming,PWN,Europe,Spain,,1,
PCHunter,PCH,Europe,Italy,,1,
PCIFIC Esports,PCF,EMEA,,,0,
PCS Taran,PCS.T,EMEA,France,,1,
PDK Sideral,PDK,EMEA,Spain,,1,
PDW,PDW,Europe,,,1,
PEACE,PCE,Asia Pacific,Australia,,1,
Peach Cats,PC,North America,,,1,
Peak Performance,PPE,North America,United States,,1,
Peak Performance X,PPX,North America,United States,,1,
Peak Performance Y,PPY,North America,United States,,1,
Peak Performers,PP,Americas,,,1,
peculiar gaming,P,Europe,Germany,,1,
Pee N W's,PEE,North America,,,1,
PÊEK Gaming,PK,Americas,Mexico,,1,Xibalbá Esports
PeesPlay Gaming,PPG,Brazil,Brazil,,1,
Pegasus Esports,PGS,EMEA,Egypt,,0,
PENTA 1860,PTA,Europe,Germany,,1,
Pentagon Maze,PM,Europe,Greece,,1,Pentagon Rejects
Pentagon Rejects,PTR,EMEA,Greece,,1,
PENTAGRAM,PGM,Japan,Japan,,1,
Pentakill.gr,5K,Europe,Greece,,1,
Pentanet.GG,PGG,Asia Pacific,Australia,,1,
Pentanet.GG Rise,PGGR,Oceania,Australia,,1,
People's Red Wolf Gaming,PRW,China,China,,1,
Pepehands,PEPE,North America,United States,,1,
PepePo,PP,North America,,,1,PepeTinkyWinky
PepeTinkyWinky,PPT,North America,,,1,
Percent Esports,PER,Vietnam,Vietnam,,1,Burst The Sky Esports
Perfectionvore,Pvore,LAN,Venezuela,,1,
Pertinax Esports,PTX,EMEA,,,0,
PEX Team,PEX,Latin America,Mexico,,1,
Phelan Gaming,PHL,Europe,Republic of Ireland,,1,
Phlox Gaming,PHX,EMEA,Spain,,1,
Phoenix 5,PX5,North America,,,1,
Phoenix Esports,PHX,SEA,Indonesia,,1,
Phoenix Esports,PHX,EMEA,Turkey,,1,
Phoenix1,P1,North America,United States,,1,
Phoenix1,P1,North America,United States,,1,Sentinels
Phong Vũ Buffalo,PVB,Vietnam,,,1,Dashing Buffalo
Piast Gliwice Esports,PGE,Europe,Poland,,1,Esports Academy
Pick Me Galio,PMG,Americas,,,1,
PIGSPORTS,PIG,Europe,,,1,
Ping is the Problem,PIP,North America,,,1,
Pirate Dream,PD,Latin America,Ecuador,,1,Pirates IDV
Pirates IDV,IDV,Americas,Ecuador,,1,
piratesports,ARR,EMEA,Poland,,1,
piratesports Academy,ARR.A,Europe,Poland,,1,
PIRTS,PRT,Europe,,,1,
Pixel Esports Club,PIX,Latin America,,,1,
PKMaster,PKM,LMS,Taiwan,,1,
PL Gaming,PL,LAS,Argentina,,1,
Planetkey Dynamics,PKD,Europe,Germany,,1,
PlaPro.c58,PPC58,CIS,Russia,,1,
Play Again,PYN,LAS,Argentina,,1,
Play With Soul,PWS,Europe,Czech Republic,,1,
PlayArt Gaming,playArt,Brazil,Brazil,,1,
Playing Ducks,PD,Europe,Germany,,1,
Playing Ducks Europe,pD EU,Europe,Germany,,1,
Plejehjemmet Kalder,PK,Europe,,,1,
Pogoń Szczecin,POG,Europe,Poland,,1,
Polar Ace,PA,North America,,,1,
Polar Bears,PBR,Europe,,,1,
Polar Squad Esports,PLS,North America,Mexico,,0,
Polar Squad Esports Female,PLS.F,Latin America,Mexico,,1,
Polaris Gaming,PG,Latin America,Peru,,1,
Polska Gurom,POL,Europe,,,1,
Pondok Gaming,Pondok,SEA,Indonesia,,1,
Pookie Bears,BEAR,North America,,,1,
Positive Energy,PE,China,China,,1,
PostFinance Helix,PFX,Europe,Switzerland,,1,
Power Team Sports,PWT,Brazil,Brazil,,1,
Powned.it,PWN,Europe,,,1,
Pratt Community College,PRATT,North America,United States,,0,
PRAXIS,PXS,Brazil,Brazil,,1,
Predators Academy,PDS.A,Latin America,Costa Rica,,1,XTEN Mexico
Predators Esports,PDS,Latin America,Mexico,,1,XTEN Esports
PRIDE,PRD,Europe,Poland,,1,
PRIDE Academy,PRD.A,Europe,Poland,,1,
Pride ESCA Academy,TEG.A,Europe,,,1,
PrideFC,PFC,Europe,Europe,,1,
PRIMATE,PMT,Latin America,Argentina,,1,
Prime Clan,Prime,Korea,South Korea,,1,
Prime Optimus,PO,Korea,South Korea,,1,
PRINCIPALITY,PTY,EMEA,Spain,,1,
Priority,PRT,EMEA,Czech Republic,,0,
Pro Probably,PRO,Asia Pacific,Thailand,,1,
PRO42,P42,Latin America,Venezuela,,1,
Prodigy Esports,PRG,Brazil,Brazil,,1,Vorax
ProGaming Esports,PRG,Brazil,Brazil,,1,Prodigy Esports
Project Conquerors,PCS,EMEA,France,,0,
Project Conquerors Athena,PCSA,EMEA,,,0,
Project Guardians,PG,Latin America,Panama,,1,Gravity Elite
Project Sinners,PJS,EMEA,,,1,
Prosperity Esports,PE,North America,,,0,
Protecting Guardians,PG,Europe,,,1,Vigilantes
ProXima Gaming,PRX,Europe,Poland,,1,
PSG Talon,PSG,Asia Pacific,Hong Kong,,1,
PSG Talon Academy,PSGA,Asia Pacific,Hong Kong,,1,
PSV Esports,PSV,Europe,Netherlands,,1,
PSV Esports Academy,PSV.A,Europe,Netherlands,,1,
Psykodelic Esports,PSK,Latin America,Costa Rica,,1,
Public Enemy,PE,Europe,United Kingdom,,1,
Pulse Esports,PS,Europe,North America,,1,Departed
Pulse Gooners,PSG,Americas,,,1,
Pulse Star,PLS,North America,,,0,
Pulse Star Academy,PSA,North America,,,1,
Pulsia Esport,PL,Europe,France,,1,Homyno Pulsia Esport
PunchLine Esport Club,pLine,Europe,France,,1,
Puppies Esports,PES,Vietnam,Vietnam,,1,
Purdue University,PU,North America,,,0,
Purdue University Northwest,PNW,North America,,,0,
Purple Haze Gaming,PH,LAS,Chile,,1,
Pushing Gaming,PSH,Europe,Spain,,1,
PvB,PvB,EMEA,Switzerland,,0,
Pyramid IV Esports,P4,EMEA,Egypt,,0,
Pyrsos Esports,PRS,Europe,Greece,,1,
QG Reapers,QGR,China,China,,1,
Qiao Gu Reapers,QG,China,China,,1,Newbee
Qing Jiu E-sport Club,Q9,China,China,,1,
QLASH,QLS,EMEA,Italy,,0,
QLASH Forge,Q4G,Europe,Italy,,1,
QLASH Forge Academy,QFA,Europe,Italy,,1,
QLASH MENA,QLM,MENA,Egypt,,0,
QLASH Midnight,QLS.M,EMEA,Italy,,1,
QLASH Spain,QLS,Europe,Italy,,1,
Qmistry,QSY,EMEA,Germany,,1,
QNG Team,QNG,China,China,,1,
QT DIG∞,QTD,Asia Pacific,Japan,,1,
QTV Gaming,QG,Vietnam,Vietnam,,1,
Quảng Ninh Gốc,QNG,Asia Pacific,Vietnam,,0,
Quantic Gaming,QTC,North America,North America,,1,
Quantum Vortex,QVX,Europe,,,1,
QUT Tigers,QUT,Oceania,Australia,,1,
Quvic E-Sports,QVC,Korea,South Korea,,1,
QWER.GG,QWER,Korea,South Korea,,1,
R-SIXTEAM,R6T,Europe,Poland,,1,
R3volt,R3V,EMEA,United Kingdom,,1,
RA'AD,RAAD,EMEA,Egypt,,1,
RabbitFive,RBF,Japan,Japan,,1,
Racoon,RCN,Europe,Italy,,1,
Radiance,RAD,North America,,,1,
RAGE,RAGE,North America,,,1,
Rainbow Warriors,RW,Vietnam,Vietnam,,1,
Raise Gaming,RG,LMS,Taiwan,,1,
Raizen E-Sports,ZEN,Brazil,Brazil,,1,Tropa Raizen
Raizen Kicks,ZEN.KCS,Brazil,Brazil,,1,MIRAI KICKS
Raleigh Black Flame,RBF,North America,,,1,
Ramboot Club,RBT,EMEA,Spain,,1,
Ramo Awake Gaming,AWK,Latin America,Colombia,,1,
Rampage,RPG,Japan,Japan,,1,PENTAGRAM
RAMPAGE,RPG,Brazil,Brazil,,1,
Rampage Quintet,RPG Q,Japan,Japan,,1,
RAMS,RAMS,Europe,Czech Republic,,1,
Random 5,R5,EMEA,,,1,
Ranking Esports,RK,Vietnam,Vietnam,,1,
Rare Atom,RA,China,China,,1,
Rare Atom Period,RAP,China,China,,1,
Rascal Jester,RJ,Japan,Japan,,1,FENNEL
Rascal Jester Academy,RJ.A,Japan,,,1,FENNEL Academy
RATE Gaming,RATE,EMEA,Denmark,,1,
RATZ,RATZ,Americas,Brazil,,1,
Ravioli Ravioli,RR,Europe,,,1,
RAWR ShadowZ Fan Club,SZFC,North America,,,1,
RAYN Clocks,RCK,Asia Pacific,Japan,,0,
Rayunion,RAY,China,China,,1,
Razor's Edge Gaming,REG,Europe,Greece,,1,
RBG Esports,RBG,North America,,,1,
RCSC E-sport,RCSC,Europe,,,1,
RCTIC eSports,RCTIC,Europe,Finland,,1,
Reapers Gaming,RPS,EMEA,Italy,,1,
Reason Gaming,RG,Europe,United Kingdom,,1,
Rebels Anarchy,RANC,Korea,South Korea,,1,Afreeca Freecs
Rebels Gaming,RBLS,EMEA,Spain,,1,
Rebirth eSports,RBT,Latin America,Chile,,1,
Reborn Esport,RBG,Asia Pacific,,,1,
REC by Shadow,REC,Europe,,,1,
RED Academy,RED.A,Brazil,Brazil,,0,
Red Arrows Team,RedA,LAN,Colombia,,1,
Red Bulls,RB,Europe,Europe,,1,
RED Canids,RED,Brazil,Brazil,,0,
Red Eye Esports,RDY,Americas,Peru,,1,
Red Rooster Team,RRR,Latin America,Puerto Rico,,1,
ReDefy Esports,RD,North America,United States,,1,
Redemption,RDM,North America,,,1,
Redemption Arc,RA,North America,,,1,
Redemption eSports Porto Alegre,RDP,Brazil,,,1,
REDPack Esports,RP,EMEA,Romania,,0,
Reflex Esport Club,RFX,Europe,France,,1,
Reformed Gaming,RG,Europe,Greece,,1,
regnum4games,R4G,EMEA,Germany,,0,
Regular Team,RT,Latin America,Colombia,,1,
Reign,RGN,Europe,Europe,,1,
Reignfall,RNF,Asia Pacific,,,0,
REJECT,RC,Asia Pacific,Japan,,1,
Rejects Gaming,RJX,Europe,Greece,,1,Pentagon Rejects
Relic Esports,RLC,Europe,,,1,Nash Ξquilibrium
Reload Esports,RLD,Oceania,Australia,,1,
Reload Ragnarok,RRK,Brazil,,,0,
ReluminateGG,REL,North America,,,1,
Rem's Helpers,REM,North America,,,0,
Renegades,REN,North America,North America,,1,
Renegades of Hell,RoH,LAS,Chile,,1,
Renegades: Banditos,RNB,Europe,Europe,,1,Misfits Gaming
Rensga Academy,RNS.A,Brazil,Brazil,,1,
Rensga eSports,RNS,Brazil,Brazil,,1,
Repre Gold,RPG,EMEA,Czech Republic,,1,
Reset E-Sports,RST,Brazil,Brazil,,0,
Resolve,RSV,Europe,United Kingdom,,1,
Resolve Academy,RSV.A,Europe,United Kingdom,,1,
Resolve Blue,RSV.B,Europe,United Kingdom,,1,
Resolve NA,RSV.NA,North America,United Kingdom,,1,
Respawn Esports,RSP,Latin America,,,1,
Respawned Esports,RSP,North America,United States,,0,
Rest In Pepperonis,REST,Europe,Europe,,1,
Resurgence,RSG,Asia Pacific,Singapore,,1,
Return of the Middlesticks,ROTM,North America,,,1,
Reveal Multigaming,RVL,EMEA,Germany,,0,
Reven Esports,RVN,Latin America,Mexico,,1,
RevenGa Esports,RVG,EMEA,Tunisia,,0,
Revenge,RVG,Europe,United Kingdom,,1,
Revenge eSports,RvG e,LAN,Peru,,1,
Revenger,RVGR,China,China,,1,
REViTAL BLACKTRAiNS,RBT,EMEA,Czech Republic,,0,
Revival,RVL,North America,United States,,1,
Revolt Gentlemen E-Sports Club EUNE,RGESC,Europe,Turkey,,1,
Revolt Gentlemen E-Sports Club EUW,RGESC,Europe,Turkey,,1,
Rex Regalis,REX,North America,United States,,1,
RFLX Gaming,RFLX,North America,United States,,1,
RGA,RGA,Korea,South Korea,,1,
Rich Gang,RG,Oceania,Australia,,1,
Rich Gang,RG,EMEA,Norway,,0,
Riddle Esports,RDL,EMEA,Norway,,1,
Riddle Esports Academy,RDLA,Europe,Norway,,1,
Riddle NO,RDL,EMEA,Norway,,1,
RIFT Esports,RIFT,Europe,Hungary,,1,
Rift Rats,RR,Europe,Czech Republic,,1,
Rift Sloths,RIFT,EMEA,Luxembourg,,1,
Rigas In Paris,RIP,EMEA,,,1,
Rise Gaming,RISE,Brazil,Brazil,,0,
Rise Gaming Ignis,RISE.I,Americas,Brazil,,1,
Risen Esports,RSN,North America,,,1,
Rising Dawn Esports,RDE,Europe,Sweden,,1,
Rising Gaming,RGA,Asia Pacific,Japan,,1,
Rising On Gaming,ONR,Brazil,Brazil,,1,
Rising Star Gaming,RSG,Korea,South Korea,,1,Rising SuperStar Gaming
Rising SuperStar Gaming,RSG,Korea,South Korea,,1,
RisingStars Gaming,RSG,China,China,,1,
River Plate Gaming,RIV,Latin America,,,1,
RLX Esports,RLX,EMEA,Croatia,,0,
RMA e-Sports,RMA,Brazil,Brazil,,1,Brave e-Sports
RMD Gaming,RMD,Brazil,Brazil,,0,
RMD Gaming Trainee,RMD.T,Brazil,Brazil,,0,
RMIT Redbacks,RMIT,Oceania,Australia,,1,
RNL ROAR,ROAR,EMEA,Germany,,1,
Roar,RR,North America,Canada,,1,
Robert Morris University Illinois,RMU,North America,,,1,
Robot E-Sports Team,BOT,Brazil,Brazil,,1,
Rochester Institute of Technology,RIT,North America,,,0,
Rock Bottom Esports,ROCK,North America,,,1,
Rock Solid,RS,North America,North America,,1,
Rockhead Players,RHD,Korea,South Korea,,1,
RockTribeEsports,RTE,North America,,,1,
ROG Esport,ROG,Europe,France,,1,
RogerSaMa,RSM,Asia Pacific,Taiwan,,0,
Rogue,RGE,EMEA,United States,,1,
Rogue Esports Club,REC,Europe,United States,,1,AGO ROGUE
Rogue Stars,RGS,Europe,United States,,1,
Rogue Warriors,RW,China,China,,1,
Rogue Warriors Shark,RWS,China,China,,1,
Romulea eSport,RML,Europe,Italy,,1,
Roosevelt University,RU,North America,,,0,
ROSSMANN Centaurs,ROSS,EMEA,Germany,,0,
Roughnex,RNX,Europe,Europe,,1,
RoX,RoX,CIS,Russia,,1,
ROX COOL,ROX.A,Korea,South Korea,ROX Gaming,1,
ROX Tigers,ROX,Korea,South Korea,,1,
Royal Bandits,RBE,Turkey,Turkey,,1,Royal Youth
Royal Club,RYL,China,China,Royal Club (Organization),1,
Royal Club Tian Ci (天赐),RCTC,China,China,Royal Club (Organization),1,
Royal Gamers,RG,Europe,,,1,
Royal Never Give Up,RNG,China,China,Royal Club (Organization),1,
Royal Paladin Eclipse,RPE.E,LAS,Chile,,1,
Royal Paladin eSports,RPE,LAS,Argentina,,1,
Royal Penguins,RP,Latin America,Peru,,1,
Royal Youth,RYL,Turkey,Turkey,Royal Youth (Organization),1,NASR eSports Turkey
Royal Youth Academy,RY.A,Turkey,Turkey,Royal Youth (Organization),1,
RPG-KINGDOM,RKNG,Japan,Japan,,1,
RQS Esports,RQS,EMEA,,,1,
RSC Anderlecht Esports,RSCA,Europe,,,1,
RtN Gaming,RtN,LAS,Argentina,,1,
Ruddy Corporation,RUD,EMEA,United Kingdom,,0,
RUDE GAME e-Sports,RUDE,Brazil,Brazil,,1,
Rugby Club Havířov,RCH,EMEA,Czech Republic,,0,
RULE,RULE,Europe,Germany,,1,Sprout (German Team)
Rulers Esports,RLS,Europe,Czech Republic,,1,
RunAway,RNW,Korea,South Korea,,1,
RusherX Gaming,RXG,Latin America,Colombia,,1,
Russian Force,RF,CIS,Russia,,1,
Ruzeh Esports,RZH,EMEA,,,1,
S.W.A.G.,S.W.A.G.,North America,North America,,1,
S2G Esports,S2G,EMEA,Turkey,,1,
S2N Esports Club,S2N,Latin America,Uruguay,,1,
S2V Esports,S2V,Europe,Spain,S2V Esports (Organization),1,
S2V Esports Academy,S2V.A,Europe,Spain,S2V Esports (Organization),1,
S2V Esports Female,S2V.F,Europe,Spain,S2V Esports (Organization),1,
S8UL Esports,S8UL,Asia Pacific,India,,0,
Sahara Warriors,SW,MENA,Morocco,,1,
Saigon Buffalo,SGB,Vietnam,,Vikings Gaming (Organization),1,Vikings Esports (2023 Vietnamese Team)
Saigon Dino,DINO,Asia Pacific,Vietnam,,0,
Saigon Fantastic Five,SF5,SEA,Vietnam,,1,
Saigon Jokers,SAJ,SEA,Vietnam,,1,
Saigon Mongaming,SGM,SEA,Vietnam,,1,
Saigon Secret,TS,Asia Pacific,Europe,,0,
Saigon Warriors,SGW,Asia Pacific,Vietnam,,0,
Saikyo Makinyan,SKM,Japan,Japan,,1,
ŠAIM SE,ŠSE,Europe,Serbia,,1,
ŠAIM SE SuppUp,SSU,Europe,Serbia,,1,
Saint Gaming,SAT,China,China,,1,
Saint Louis University,SLU,North America,,,0,
Salade Tomate Oignon,STO,Europe,France,,1,
Salvage Javelin,SJ,Japan,Japan,,1,
Samadder Gaming,SMG,North America,North America,,1,
SAMCLAN Esports Club,SAM,EMEA,Portugal,,1,
Sample Text,Sample,Europe,Poland,,1,
Samsung Blue,SSB,Korea,South Korea,Samsung (Organization),1,
Samsung Galaxy,SSG,Korea,South Korea,Samsung (Organization),1,
Samsung Morning Stars,SMS,Europe,Italy,,1,
Samsung White,SSW,Korea,South Korea,Samsung (Organization),1,
Samurai in Jeans,SAMU,Europe,Europe,,1,
San Jose State University,SJSU,North America,,,0,
Sangal Esports,SNG,Europe,Netherlands,,1,
SanHe Gaming,SHG,China,,,1,
Sansin Gavin (三信戰鷹),SSG,Asia Pacific,Taiwan,,1,
Santiago Wanderers eSports,SW,Latin America,,,1,
Santos Dexterity,S deX,Brazil,Brazil,,1,Dexterity Team
Santos e-Sports,SAN,Brazil,Brazil,,1,
Saprissa Esports,SAP,Latin America,Costa Rica,,1,
Satori,Satori,LAN,Mexico,,1,
Satori Red,Satori.R,LAN,Mexico,,1,
Savage,SVG,Latin America,Argentina,,1,
Savannah College of Art and Design,SCAD,North America,,,0,
Saving OCE,SVO,Asia Pacific,,,1,
SAW,SAW,EMEA,Portugal,,1,
SBENU Korea,SBK,Korea,South Korea,,1,
SBTC Esports,SE,Vietnam,Vietnam,,1,
SBTC Esports Academy,SEA,Vietnam,Vietnam,,1,
SCARZ,SZ,Japan,Japan,SCARZ (Organization),1,
SCARZ Burning Core,SZBC,Japan,Japan,SCARZ (Organization),1,
Scorpio Game,SG,China,China,,1,
Scouting4ProScene,S4PS,North America,,,1,
SDM Tigres,SDM,North America,Mexico,,0,
Se Loco Cachorreira,SLC,Brazil,Brazil,,1,
Sea Dogs,SD,North America,,,1,
SEA Serpents,SS,SEA,Thailand,,1,
SeaDoggos,SEAD,CIS,Ukraine,,1,
Seagate Hope,STX.H,LMS,Taiwan,,1,
Seattle Ferocity,SF,North America,United States,,1,
Sector 7,S7,North America,,,1,
Sector One,S1,EMEA,Belgium,Sector One (Organization),1,
Sector One Academy,S1.Acad,Europe,Belgium,Sector One (Organization),1,
Sector One Black,S1B,Europe,Belgium,Sector One (Organization),1,
Sector One Fox,S1.F,Europe,Belgium,Sector One (Organization),1,
Seed 32,S32,North America,,,1,
SEM9,S9,Asia Pacific,Malaysia,,1,SEM9 WPE
SEM9 WPE,S9W,Asia Pacific,Malaysia,,1,West Point Esports Philippines
Sengoku Gaming Academy,SG.A,Asia Pacific,Japan,,1,
Senshi eSports,SNSH,EMEA,Netherlands,,0,
Senshi Esports Club,SEC,EMEA,Portugal,,1,
Sentinels,SEN,North America,United States,,0,
Sentinels ESC,SNT,Oceania,Australia,,1,
SeolHaeOne Prince,SP,Korea,South Korea,,1,
Seorabeol Gaming,SRB,Korea,South Korea,,1,ESC Shane
Seoul Neon,SLN,Korea,South Korea,,1,
seQura ZEST,ZEST,EMEA,Spain,,1,
Serena Five,S5,LAS,Chile,,1,
Seven Dark,7D,Brazil,Chile,,0,
Seven Wars e-Sports,7w,Brazil,Brazil,,1,
Seven Wars Lyon,7w Lyon,LAN,Mexico,,1,
SGA,SGA,Korea,South Korea,,1,
ShaBoingBoing Esports,SBB,North America,,,1,
Shadow Academy,SHA.A,Korea,South Korea,Shadow Corporation,1,
Shadow Anyche,SDA,Korea,South Korea,Shadow Corporation,1,
Shadow Battlica,SBT,Korea,South Korea,Shadow Corporation,1,
Shadow Battlica Y,SBY,Korea,South Korea,Shadow Corporation,1,
Shadow Bloom,SDB,North America,Colombia,,0,
Shadow Boxing,SBX,Korea,South Korea,Shadow Corporation,1,
Shadow Cool,SHA.CL,Korea,South Korea,Shadow Corporation,1,
Shadow Corp,SHA,Korea,South Korea,Shadow Corporation,1,
Shadow Cream,SC,China,China,,1,
Shadow Dawn,SDD,Korea,South Korea,Shadow Corporation,1,
Shadow Deeplol,SDP,Korea,South Korea,Shadow Corporation,1,
Shadow Dreamer,SD,Korea,South Korea,Shadow Corporation,1,
Shadow EK,SEK,Korea,South Korea,Shadow Corporation,1,
Shadow ELG,SELG,Korea,South Korea,Shadow Corporation,1,
Shadow fOu,SFOU,Korea,South Korea,Shadow Corporation,1,
Shadow GT,SHA.GT,Korea,South Korea,Shadow Corporation,1,
Shadow IBJ,SIJ,Korea,South Korea,Shadow Corporation,1,
Shadow Keepers Esports,SHKP,Asia Pacific,Taiwan,,0,
Shadow LNG,SLNG,Korea,South Korea,Shadow Corporation,1,
Shadow New,SNEW,Korea,South Korea,Shadow Corporation,1,
Shadow RGS,RGS,Korea,South Korea,Shadow Corporation,1,
Shadow SF,SSF,Korea,South Korea,Shadow Corporation,1,
Shadow Zero,SZR,Korea,South Korea,Shadow Corporation,1,
Shadowban,SWB,Europe,Spain,,1,
Shark Attack,SA,EMEA,Turkey,,0,
Shark Bite Furious Gaming Black,SBK,Brazil,Brazil,,0,
Shark Bite Furious Gaming White,SBW,Brazil,Brazil,,0,
Sharks Esports Team,SHK,Europe,Portugal,,1,
SHEINOO,SN,China,China,,1,
Sheng Jie Gaming,SJG,China,China,,1,
Shifters,SHFT,EMEA,Switzerland,,0,
Shih Hsin Meow Meow (世新喵喵),SHU,Asia Pacific,Taiwan,,1,
Shining Stars,SST,EMEA,Spain,,0,
Shock Gaming,Shock,Brazil,,,1,
Shopify Rebellion,SR,North America,Canada,,0,
Shot 2 Kill,S2K,MENA,,,1,
ShowTime,ST,China,China,,1,
Shu Dai Xiong Gaming,SDX,China,,,1,
Si Yi Xuan E-Sport,SYX,China,China,,1,
Sicar Esports,SIC,Brazil,Chile,,1,
Sicar Esports Valkyrias,SIC,Brazil,Chile,,1,
Sick Ducks,6DK,SEA,Thailand,,1,
Sign Us Please,SUP,North America,,,1,
Silent Revolution Gaming,SRG,EMEA,,,1,
Silent Storm Esports,SSE,Asia Pacific,Vietnam,,1,
SILENTGAMING,SLNT,Europe,Switzerland,,1,
SillySilly Gaming,SSG,Asia Pacific,Taiwan,,0,
Silver Crows,SC,LAN,South America,,1,
Silver Wolves,SW,EMEA,Belgium,,1,
Simon Fraser Univeristy,SFU,North America,Canada,,0,
Simplicity Elite,SPL.E,MENA,Tunisia,,1,
Simplicity Esports,SMP,North America,North America,,1,
Simplicity Gaming,SPL,MENA,Tunisia,,0,
Sin Academy,SNA,Oceania,Australia,Sin Gaming (Organization),1,
Sin Gaming,SIN,Oceania,Australia,Sin Gaming (Organization),1,
Sinelight,SL,SEA,Thailand,,1,
Singapore Sentinels,SGS,SEA,Singapore,,1,
Single Target Healing,STH,North America,,,1,
Singularity Female,SNG.F,Europe,Denmark,Team Singularity (Organization),1,
Sinisters,SNS,Latin America,Argentina,,1,
SINNERS Esports,SIN,EMEA,Czech Republic,,1,
Sinners Never Sleep,SNS,Europe,Europe,,1,
SinoDragon Gaming,SDG,China,,SinoDragon,1,Dominus Esports
SinoDragon Prince,SDP,China,,SinoDragon,1,Dominus Esports Young
SINS Esports,S7N,EMEA,Greece,,1,
Six Karma,6K,Latin America,Mexico,,1,LYON (2024 American Team)
SixSeven,67,EMEA,Germany,,1,
SK Gaming,SK,EMEA,Germany,SK Gaming (Organization),0,
SK Gaming Avarosa,SKA,EMEA,Germany,,0,
SK Gaming Prime,SKP,EMEA,Germany,SK Gaming (Organization),1,
SK Telecom T1,SKT,Korea,South Korea,SK Telecom T1 (Organization),1,T1
SK Telecom T1 K,SKT K,Korea,South Korea,SK Telecom T1 (Organization),1,
SK Telecom T1 S,SKT S,Korea,South Korea,SK Telecom T1 (Organization),1,
Skillcamp,SC,EMEA,France,,0,
Skull Cracker,SKC,Latin America,,,1,
Sky Gaming,SGD,Vietnam,,Sky Gaming (Organization),1,
Slash Lions,SL,EMEA,Tunisia,,1,
Slaughter House,SH,North America,,,1,
Sleepy Callers,EEPY,North America,,,1,
SleepyGoose,SPG,Asia Pacific,Thailand,,1,
SLO REJECTS,SLR,Europe,,,1,
SLR,SLR,Europe,Greece,,1,
SLTitans Esports,SLT,EMEA,Spain,,1,
Smash It Down,SID,Japan,South Korea,,1,
Smoke Tram,ST,Brazil,Brazil,,0,
Smoke Tram Academy,ST.A,Brazil,Brazil,,0,
